label-coarse,text
OTHERS,"what will a kid eat the middle of , and save the chocolate on the outside for last ?"
OTHERS,what is the only primate to lack pigment in the palms of its hands ?
OTHERS,what war saw battles at parrot 's beak and black virgin ?
OTHERS,what novel did ian fleming introduce james bond in ?
3,who was the author of the book about computer hackers called `` the cuckoo 's egg : tracking a spy through the maze of computer espionage '' ?
5,where is basque country located ?
4,what is the average life expectancy of a male in ireland in 1996 ?
OTHERS,what is hydrogen ?
3,what american league baseball team 's worst finish between 1926 and 1964 was fourth ?
4,how long did the paris commune hold out for against the rest of france ?
OTHERS,what caused the division between the anglicans and the vatican ?
5,"what italian city of 155 were leonardo da vinci , michaelangelo , and machiavelli all working in ?"
3,what creative genius said : `` everything comes to him who hustles while he waits '' ?
OTHERS,what would you add to the clay mixture to produce bone china ?
OTHERS,how do i keep cats out of my flower garden for good ?
3,who is the current prime minister and president of russia ?
OTHERS,what do you call a group of geese ?
5,what new england state covers 5.9 square miles ?
3,name the various super-teams to which the angel has belonged .
5,"where can i find scientific data , `` research papers , '' on textile engineering ?"
OTHERS,what is main reason for that electric vehicles can 't be popular nowadays ?
OTHERS,what was the first video ever made ?
3,"what singer became despondent over the death of freddie prinze , quit show business , and then quit the business ?"
4,how long do hermit crabs live ?
4,how many people in the usa say their number one source of information is the newspaper ?
3,"name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' ."
OTHERS,what does the method called `` cold fusion '' create ?
5,what do most tourists visit in reims ?
5,what country did the mau mau uprising take place in ?
OTHERS,what is the definition of `` chancery '' file in real estate ?
OTHERS,what did walter huston remove to perform in the movie the treasure of the sierra madre ?
3,whose cover is that of an employee of universal import and export ?
5,where does tuberculosis come from ?
3,what is the name of dolly parton 's rarely seen husband ?
4,what number of american soldiers remain unaccounted from the vietnam war ?
OTHERS,why is the moon different sizes and colors ?
OTHERS,what is the difference between a bachelor and a 1 bedroom apartment ?
3,what nazi leader killed himself in jail just before he was to be executed as a war criminal ?
5,"where was the cisalpine republic , 1797-185 , ?"
5,what metropolis landmark was first introduced in the superman cartoons of the 1940 's ?
3,rotary engines were manufactured by which company ?
OTHERS,why do many native american students not complete college ?
5,what london museum features a chamber of horrors ?
OTHERS,what was the reason for the partition of the anglican and vatican churches ?
2,"what does ms. , miss , and mrs. stand for ?"
OTHERS,what is humidity ?
3,who was buffalo bill ?
3,what was the name of humphrey bogart 's club in casablanca ?
5,where can i find information on george bush ?
4,how much coca cola is drunk in one day in the world ?
OTHERS,how do you recognize anorexia ?
OTHERS,what color are tennis balls ?
OTHERS,what product features a frog that says `` dig 'em '' ?
OTHERS,what good are mosquitoes ?
OTHERS,jude law acted in which film ?
4,what percent of world 's fresh water is found in canada ?
OTHERS,what should you do for an ankle sprain ?
3,rotary engine cars were made by what company ?
5,what country are you visiting if you land at president duvalier airport ?
3,who made a boat out of gopher wood ?
OTHERS,what kind of science is cosmology ?
OTHERS,what is habeas corpus ?
3,who owns cnn ?
OTHERS,what currency is used in australia ?
OTHERS,what jules verne novel features scientists held captive in the submarine nautilus ?
5,what scandinavian capital is built on nine bridge-connected islands ?
OTHERS,how do i legally make my own will and testament ?
OTHERS,what does visine get out ?
3,who created the character of scrooge ?
3,"when the tutankhamun exhibit was on display in the u.s. , what moving company transported it ?"
4,what is the chemical reactivity of neon ?
4,"dialing , 900 , 740-tree to have a tree planted will cost how much ?"
OTHERS,what is a fear of parasites ?
3,who is henry butler ?
4,what year was the naacp founded ?
3,what two baseball players make up the battery ?
3,what famous communist leader died in mexico city ?
3,what president became chief justice after his presidency ?
3,which company created the internet browser mosaic ?
OTHERS,what are the valdez principles ?
4,how many neurons are in the human brain ?
4,what is the wingspan of a condor ?
3,what are the names of jacques cousteau 's two sons ?
5,which country is known as `` big bear '' ?
3,who markets spaghetti-o 's ?
4,how far is the longest hole in 1 on any golf course and where did it happen ?
4,how long was the longest hiccup attack ?
5,what is the name of the tallest mountain in the world ?
OTHERS,name the story by chris van allsburg in the which a boy tries to become a great sailor ?
OTHERS,how does an abacus work ?
4,how long did it take stanley to find livingstone ?
5,where were the 1936 summer olympics held ?
4,when will jean aeul publish her next book ?
OTHERS,what tv series features the adventures of a married couple named jonathan and jennifer ?
5,what are some good medical sites for information ?
2,what is sap ?
OTHERS,how do you buy stocks ?
3,what presidential administration challenged americans to explore the new frontier ?
3,who killed caesar ?
3,who was the lawyer who represented randy steven craft ?
4,what is the frequency of vhf ?
4,how many characters makes up a word for typing test purposes ?
OTHERS,what mary tyler moore show regular came into the world as tadeus wladyslaw konopka ?
OTHERS,how do i log on to home page at headquarters u.s. european command ?
OTHERS,what film did louise fletcher win the best actress oscar for ?
4,when was calypso music invented ?
3,what were babe ruth 's christian names ?
OTHERS,what were the ceremony traditions like during the elizabethian times ?
OTHERS,what does a chef coddle eggs in ?
3,what asian leader was known as the little brown saint ?
3,what was the business of the animated sky hawks ?
3,what has been the most common christian name of u.s. presidents ?
4,how many minutes were there on the original ge college bowl clock ?
4,when did the neanderthal man live ?
5,what country borders denmark to the south ?
OTHERS,what was the name of the flight that fawaz younis hijacked ?
5,where is webster university ?
OTHERS,what is a person 's socioeconomic position ?
OTHERS,what is the plural of gulf ?
OTHERS,how do you get rid on woodpeckers ?
4,when was dubai 's first concrete house built ?
OTHERS,what makes salt ?
OTHERS,what is an arab strap ?
OTHERS,aspartame is also called what ?
5,what city was john f. kennedy nominated for president in ?
3,who leads the star ship enterprise in star trek ?
OTHERS,what are the chemicals used in glowsticks ?
OTHERS,how can i find out what year a beanie baby was introduced ?
4,"what is the per-capita income of colombia , south america ?"
3,who was the author of `` john brown 's body '' ?
OTHERS,what is a fear of disease ?
OTHERS,what 's the term for an organism that lives on or in another ?
3,"what are the first names of rowan and martin , the stars of tv 's laugh-in ?"
OTHERS,what is goldenseal ?
3,which organization is the security council a part of ?
OTHERS,what was the first english play written exclusively for children ?
5,on what continent is mozambique ?
4,what is the world population as of today ?
OTHERS,what is graduate school ?
4,what 's a perfect score in a gymnastics exercise ?
5,what is stefan edberg 's native country ?
OTHERS,what is the history of buffalo chicken wings ?
4,what is the average hours per months spent online by aol users ?
4,how many spaces follow a period at the end of a sentence ?
5,where is erykah badu originally from ?
3,who were the 1974 oscar winners ?
4,what month of the year is there no television in iceland ?
4,when was the internal combustion engine developed ?
3,what university was woodrow wilson president of ?
3,who died 1 feet from where john f. kennedy did ?
3,who created maudie frickett ?
OTHERS,"what is the meaning of caliente , in english , ?"
OTHERS,what does warner bros. call a flightless cuckoo ?
3,"what was the name of the first watergate special prosecutor , later fired by nixon ?"
OTHERS,what tv station did mary richards work for ?
4,how long was mao 's 1930s long march ?
2,what does ioc stand for ?
OTHERS,what is the name of the dog on the cracker jack box ?
OTHERS,what fossilizes to form coprolite ?
4,"of children between the ages of two and eleven , what percentage watch `` the simpsons '' ?"
3,who won the nobel peace prize in 1991 ?
OTHERS,what type of food makes you fat ?
OTHERS,"what was archy , and mehitabel ?"
OTHERS,what are some colorful flowers that will bloom in the fall in new england ?
5,what two european countries are joined by the gran san bernardo pass ?
OTHERS,what is the fastest fish in the world ?
OTHERS,what is sinn fein ?
2,what does the abbreviation oas stand for ?
OTHERS,how did peabody and sherman travel through time ?
OTHERS,what does the name `` sheri '' mean ?
OTHERS,what is the most efficient way to start a barbeque ?
OTHERS,what four-legged creature did a cornell university study say would make man 's best companion in space ?
4,how long does the average domesticated ferret live ?
OTHERS,what drug did sigmund freud become fascinated with while experimenting with the treatment of neurasthenia ?
3,what pulitzer prize-winning novelist ran for mayor of new york city ?
3,"who delivered his last newscast on march 6 , 1981 ?"
OTHERS,what is thermal equilibrium ?
4,how many real fruit juices are there in a can of hawaiian punch ?
4,how many people visit the pope each month ?
OTHERS,what was the name of the u.s. navy gunboat in the film the sand pebbles ?
3,what was al capone 's nickname ?
OTHERS,what is the term for the side of the mountain that faces the prevailing winds ?
3,"what famous soldier was born in europe , died in asia , and was laid to rest in africa ?"
OTHERS,what vladimir nabokov novel features professor humbert in love with a 12-year-old girl ?
OTHERS,what is the origin of `` beauty is in the eye of the beholder '' ?
3,what singer 's hit song inspired the dolly parton stallone movie rhinestone ?
4,how far is it from phoenix to blythe ?
5,what u.s. state borders illinois to the north ?
3,what school does tom attend in tom brown 's school days ?
OTHERS,what is thalassemia ?
4,when was china 's first nuclear test ?
OTHERS,what is the origin of gametophytic tissue ?
4,how many men died building the mackinaw bridge ?
5,what ocean surrounds the madeira islands ?
3,what was the player 's name who played nose tackle for the eagles in super bowl xv ?
5,what is the homelite inc. home page ?
OTHERS,what is a chinese `` spouting '' bowl ?
OTHERS,what was george washington afraid of ?
OTHERS,what chemical in red wine is good for the heart and what exactly does it do to your body ?
OTHERS,what animals do you find in the stock market ?
OTHERS,what was another name for east germany ?
3,who should i call to get a tour of the new york stock exchange ?
OTHERS,what 's the meaning of the zoological term ruminant ?
OTHERS,what is sound ?
OTHERS,"which came first , according to genesis 1 : 2 : 22 - the chicken or the egg ?"
OTHERS,what is the definition of spamming ?
OTHERS,what is e-commerce ?
OTHERS,what is fellatio ?
3,"what 's the name of the star of the cooking show , `` galloping gourmet '' ?"
5,where can i find correct tabs for third eye blind songs ?
3,what author of the days of our lives cookbook signed on in 198 as liz chandler in tv 's days of our lives ?
OTHERS,"what was nine tailors , the television show from 1974 , about ?"
3,what u.s. president had brothers-in-law in the confederate army ?
3,"who portrayed etta place , companion to butch cassidey and the sundance kid ?"
OTHERS,what caribbean cult did marcus garvey originate ?
OTHERS,what cocktail inspired john doxat to write the book stirred-not shaken ?
OTHERS,why does it say on children 's cough syrup not to drive while using this medication ?
4,when was microsoft established ?
OTHERS,what color of monopoly properties are landed on most often ?
OTHERS,what are super balls made of ?
2,what does nasa stand for ?
4,how many logarithmic scales are there on a slide rule ?
OTHERS,what is the origin of the term soda jerk ?
OTHERS,how do i sing like elvis presley ?
3,name alvin 's brothers
4,how many colored squares are there on a rubik 's cube ?
OTHERS,what commodity 's shortage was the largest single factor in keeping north american cars off the roads during world war ii ?
3,who sued the dannon yougurt company for using a character named ron raider for promotion ?
OTHERS,what is dew point ?
5,where is the world championship sled dog race held each february ?
3,"who killed more people , hitler or stalin ?"
OTHERS,"what was the name of the horse that fell on queen elizabeth , prince albert 's wife ?"
OTHERS,how do i impress a guy ?
OTHERS,what effect does a prism have on light ?
OTHERS,what marx brothers movie centers on a stolen painting ?
3,what well-known actor is the father of star alan alda ?
OTHERS,why do some people have two different color eyes ?
2,what does u.s.s.r. stand for ?
OTHERS,what animal has the best hearing ?
4,how many days does a typical mayfly live ?
4,how fast must a spacecraft travel to escape earth 's gravity ?
3,"what radio , tv and movie character did jackie gleason and william bendix play ?"
5,where can i find the history of the hungarian language ?
5,what country buys 25 percent of the world 's tea exports ?
OTHERS,how can sql queries be improved ?
3,name a female figure skater .
5,what 's the world 's longest suspension bridge ?
OTHERS,how does color affect a person psychologically ?
4,how big is a quart ?
OTHERS,what ever happened to the once popular yale lock company ?
4,how many people was randy craft convicted of killing ?
OTHERS,what is the purpose of a car bra ?
OTHERS,how does the elongated man know a mystery is afoot ?
4,what fraction of a beaver 's life is spent swimming ?
5,where did surfing originate ?
OTHERS,what can i use to remove the stubborn gummed labels from some diskettes ?
5,in what city does maurizio pellegrin now live ?
OTHERS,what does an emperor do ?
3,name the creator of `` the muppets '' .
OTHERS,which two products use a tiger as their symbol ?
4,how many people live in tokyo ?
3,what actor first portrayed james bond ?
OTHERS,what is the chemical symbol for nitrogen ?
4,what chapter of gone with the wind has rhett butler leaving scarlett o 'hara ?
OTHERS,what drink is the best thirst-quencher ?
4,when was the nfl established ?
4,how many dots make up the symbol for `` because '' ?
3,who was the first taiwanese president ?
OTHERS,what are the 7 wonders of the world ?
4,how many gallons of paint does it take to paint the golden gate bridge ?
3,who is malaysia 's 43rd prime minister ?
OTHERS,"what kind of creatures are black , yellow , and brown bullheads ?"
3,what writer-journalist made his mark describing colorful broadway and underworld characters ?
OTHERS,what is deconstructionism ?
3,what major airline has the best safety record in the world ?
3,who portrayed maggio in the film from here to eternity ?
OTHERS,what is difference between a poster and a print ?
OTHERS,"in ad 999 , what sort of celebrations , fears , were there ?"
5,what is the largest museum in the world ?
OTHERS,what kind of rocket launched the surveyor spacecraft ?
3,who was the first black woman to star in the folies bergeres ?
OTHERS,what is the name of the game that garry kasparov plays ?
OTHERS,what does a collier mine ?
4,how tall is the replica of the matterhorn at disneyland ?
OTHERS,"what product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?"
4,how many e-commerce companies are started every day ?
3,what is jimmy olsen 's full name ?
5,what country did the nile river originate in ?
3,who was jean nicolet ?
3,who is the most sexy celebrity ?
OTHERS,how does rabies spread ?
4,how many people die from snakebite poisoning in the u.s. per year ?
4,how many equal angles are there in an isosceles triangle ?
OTHERS,what computer operating system is on the most computers ?
OTHERS,what do insects do through their spiracles ?
OTHERS,where did indian pudding come from ?
OTHERS,what musical instrument did prewitt play in james jones 's from here to eternity ?
5,what country did king wenceslas rule ?
4,what percentage of the world 's plant and animal species can be found in the amazon forests ?
OTHERS,which infectious disease is the world 's deadliest ?
OTHERS,what is the distinction of erle stanley gardner 's the case of the terrified typist ?
3,what organization 's offices were broken into at watergate in 1972 ?
OTHERS,what english word contains the most letters ?
4,how many watts make a kilowatt ?
OTHERS,what 's bottled in jeroboams ?
3,who wrote the collector ?
OTHERS,how do you write a book report ?
5,where can i get information concerning child custody files for the state of utah ?
3,who are the two sons of ozzie and harriet nelson ?
5,what two south american countries do n't border brazil ?
5,name the country of giants twelve times the size of man in `` gulliver 's travels . ''
OTHERS,why do recipe books recommend starting with cold water when you boil something ?
OTHERS,what will a compass do in outer space ?
OTHERS,what is predicted to topple over between 2010 and 2020 ?
OTHERS,what is the fastest-growing comic strip of all time ?
4,how many holes are there in a tenpin bowling ball ?
OTHERS,what were millions of kids wearing on their heads in 1955 ?
3,who is the richest person in the world ?
3,who invented the fax machine ?
OTHERS,what is a fear of lice ?
4,in what year was the cannon invented ?
OTHERS,what are the languages spoken by the natives in afghanistan ?
3,which college did dikembe mutombo play basketball for ?
4,how many claws has a lobster called a pistol lost ?
5,what peruvian city is home to the mummified body of francisco pizarro ?
5,what two countries share the khyber pass ?
OTHERS,which medium is hamblen the first singing cowboy in ?
OTHERS,what effect does lsd have on the brain ?
OTHERS,what are some important events of the 1830 's ?
OTHERS,what are the three secondary colors ?
3,who made the rotary engine automobile ?
3,who said : `` old soldiers never die ; they just fade away '' ?
5,what state has the longest great lakes shoreline ?
3,who is prince naseem hamed ?
OTHERS,what 's the common name for acetylsalicylic acid ?
OTHERS,what are the current immigration laws in us ?
4,how loud is thunder ?
4,how much in miles is a ten k run ?
OTHERS,what is home banking ?
5,what are the world 's four oceans ?
3,who were the `` filthiest people alive ? ''
OTHERS,what is the difference between a bottle and a jar ?
OTHERS,"in what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?"
OTHERS,how do i install a tile floor ?
3,who would you use the heimlich maneuver on ?
4,how much pizza do americans eat in a day ?
4,how many people live in the falklands ?
3,what president-to-be was the first member of congress to enlist following the attack on pearl harbor ?
5,what 's the most powerful country in the world ?
3,what is the first personal computer company ?
OTHERS,what is power steering ?
OTHERS,what is the origin of music ?
OTHERS,what credit card features a centurion on its face ?
5,what city is served by tempelhol airport ?
4,how many years did sleeping beauty sleep ?
5,what african capital is named for a u.s. president ?
OTHERS,which type of soda has the greatest amount of caffeine ?
OTHERS,what tom wolfe book is about the mercury astronauts ?
OTHERS,what album put the beatles on the cover of time in 1967 ?
OTHERS,what is dextropropoxyphen napsylate ?
3,what cherokee indian gave his name to a tree ?
OTHERS,what were the three prophecies the witches make to macbeth ?
OTHERS,why are the u.s. presidential elections held in november ?
OTHERS,how do you match a name to a social security number ?
OTHERS,colin powell is most famous for what ?
4,how many inches over six feet is the venus de milo ?
4,how fast is a 45mhz processor ?
3,name a ballet company mikhail baryshnikov has danced for ?
OTHERS,what was the `` dead man 's hand '' ?
5,what states do not have state income tax ?
3,who was considered to be the father of psychology ?
OTHERS,musician ray charles plays what instrument ?
4,how many countries watch mtv europe ?
3,"who was named admiral of the ocean seas and viceroy and governor general of all the islands he might discover , and also granted 10-?? of all profits of his voyage ."
OTHERS,what bowl game began as an east-west contest between michigan and stanford in 192 ?
5,where is the largest dam in the world ?
OTHERS,what is a gas release event ?
OTHERS,why is the grass green ?
4,how many hummingbird eggs could fit in one ostrich egg ?
OTHERS,what is the name of the michelangelo painting that shows two hands with fingers touching ?
3,which two inventors invented post-its ?
OTHERS,how can i get someone 's email address ?
OTHERS,what does it mean `` rupee depreciates '' ?
OTHERS,what is the scotch `` for people who know the difference '' ?
OTHERS,what is the difference between jazz and blues ?
OTHERS,what are you hearing when you put a seashell to your ear ?
5,what two states is washington d.c. between ?
4,how old is too old for a child to not be talking ?
OTHERS,what is the greatest source of `` white '' magic in the marvel universe ?
OTHERS,what do i call the sons and daughters of my first cousins ?
3,which oil company almost picked a word that meant `` stalled car '' in japanese as its new international name ?
OTHERS,what is the difference between a median and a mean ?
5,what nationality is ileana cotrubas ?
4,how many students attend the university of massachusetts ?
OTHERS,which soft drink does madonna advertise for ?
3,who killed martin luther king ?
OTHERS,what fast food is prepared with a `` secret blend of 11 herbs and spices ? ''
5,what city is terrorized by dracula in the night stalker ?
OTHERS,what plants are found in an estuary ?
OTHERS,what is fiber in food ?
3,what was the backup singing group for roy rogers ?
OTHERS,what is a leaky heart valve ?
5,what was the nationality of jackson pollock ?
OTHERS,what is an isthmus ?
OTHERS,"at christmas time , what is the traditional thing to do under the mistletoe ?"
5,what was the largest city in the world to declare martial law in 1989 ?
4,how far is london uk from california ?
3,who sings the themes for `` dawson 's creek '' and `` felicity '' ?
4,how much will the california be in the year 2000 ?
3,who taught matt murdock to use his extraordinary abilities in marvel comics ?
OTHERS,how do you do a topic outline ?
OTHERS,what is spumante ?
4,how much does a new railroad coal car cost ?
OTHERS,what is bella abzug 's sartorial trademark ?
5,what state did anita bryant represent in the 1959 miss america contest ?
4,"what is the all-time stock high of apple computer , and where can i find this information ?"
OTHERS,what 's the common name for a japanese dwarf tree ?
4,what percentage of american men are alcoholic ?
OTHERS,how can i search for a word within my own webpage ?
OTHERS,why did the anglican church split from the vatican ?
5,where is south bend ?
OTHERS,what is a nanometer ?
OTHERS,what is a guild ?
OTHERS,what does the term glory hole mean ?
3,who created harry lime ?
4,what century 's the setting for tv 's the adventures of robin hood ?
OTHERS,what were the names of the three ships used by columbus ?
5,what state does charles robb represent ?
5,what 's the world 's largest cathedral ?
4,how many votes in congress dissented from the 1941 declaration of war with japan ?
OTHERS,what 2 statues did france give to other countries ?
OTHERS,what sport is known for hooligans ?
5,where can one find rider college ?
OTHERS,what is the jewish bible called ?
OTHERS,what is a fear of punishment ?
3,with whom did bush compare saddam hussein ?
4,how many people does honda employ in the u.s. ?
3,what is nicholas cage 's profession ?
OTHERS,how do you use `` farther '' as opposed to `` further '' ?
OTHERS,what ice creams contain seaweed ?
3,who is the prophet that is most connected to the dead sea ?
OTHERS,on which flight did fawaz younis commit air piracy and hostage taking ?
OTHERS,what is molybdenum ?
2,what does the t.s. stand for in t.s. eliot 's name ?
4,how many hours of work does it take a typist to complete a 100-page screenplay ?
OTHERS,where did the term `` 86ed '' come from ?
5,"what desert country borders saudi arabia , iraq and the persian gulf ?"
5,"in sinclair lewis ' `` main street , '' what was the name of the typical american town ?"
4,"how many people have been killed in wars , armed conflicts ?"
3,what explorers followed columbus to the americas ?
OTHERS,what makes you fat ?
3,"who was the accused in the trial of the century , which opened janurary 1 , 1935 ?"
5,in what part of africa is mozambique located ?
OTHERS,how do you select wine ?
OTHERS,what makes thunder ?
5,where is microsoft 's corporate headquarters located ?
OTHERS,what does venus retrograde mean ?
OTHERS,what is the design of the ship titanic ?
OTHERS,what tools do you use to crewel ?
5,which country did hitler rule ?
OTHERS,what happens to the female body with lack of sleep and food ?
3,who was the last woman executed in england ?
4,how many cards is each player dealt in contract bridge ?
3,what is li 'l abner 's last name ?
OTHERS,what 's the official animal of canada ?
OTHERS,"what are some fun things to do in cozumel , mexico for teenagers ?"
3,what u.s. government agency registers trademarks ?
OTHERS,what are the 7 articles of the constitution ?
5,where does the weird shape of the dinner fish knife originate from ?
OTHERS,what are fingernails made of ?
3,who portrayed vincent van gogh in lust for life ?
3,what batman character tools around on a batcycle ?
4,what are the odds of giving birth to twins ?
OTHERS,what was hitler 's favorite movie ?
3,"what was mao , the chinese leader 's , full name ?"
2,what is dsl ?
2,what does cpr stand for ?
2,what does msg stand for ?
3,who penned : `` neither a borrower nor a lender be '' ?
3,who is the prime minister in norway ?
3,which high schools are included in the south florida ice hockey league ?
OTHERS,what does ouija mean ?
OTHERS,what are dingoes ?
OTHERS,which operating system runs on ibm-compatible machines ?
2,what is bph ?
OTHERS,what incident caused the canning of a summit conference between eisenhower and khrushchev ?
OTHERS,why shouldn 't you remove a bee stinger with tweezers ?
OTHERS,what characteristics contribute to its `` intelligence '' ?
OTHERS,what is the definition of hazmat ?
4,what percentage of the silver production is done by independent silversmiths ?
4,how many people did the united nations commit to help restore order and distribute humanitarian relief in somalia in september 1992 ?
4,how much of the nation 's children between the ages of two and eleven watch ` the simpsons ' ?
4,how many pounds are there in a stone ?
OTHERS,what was the alternate to vhs ?
3,what comedian was born allen stewart konigsberg ?
3,what record company was formed by herb alpert and jerry moss ?
4,how much was the minimum wage in 1991 ?
3,who is the owner of cnn ?
OTHERS,what are field effect transistors ?
3,who was the first man to return to space ?
5,what continent pushes up the executive committee mountain range ?
3,who killed lee harvey oswald ?
3,who is the president of bolivia ?
OTHERS,which beatles disc cover honors the rolling stones ?
3,who appointed the chair of the federal reserve ?
OTHERS,name four comic strips about pilots .
4,what is the regular price ?
OTHERS,what is the mascot for notre dame university ?
OTHERS,what makes a tornado turn ?
3,which of the following did not receive a 1983 `` outstanding mother award '' from the national mother 's day committee ?
2,what is mikhail gorbachev 's middle initial ?
5,where did guinea pigs originate ?
4,how many soldiers were involved in the last panama invasion by the united states of america ?
5,where can i find the schematics to the windshield wiper mechanism ?
4,how much did a knight 's armor weigh ?
3,who served as inspiration for the schoolteacher portrayed by robin williams in `` dead poets society '' ?
4,what are the highest-paying odds on a roulette table ?
OTHERS,how do you convert foot-pounds to foot-inches ?
4,what season is the setting for shakespeare 's midsummer night 's dream ?
OTHERS,for what disease is the drug sinemet used as a treatment ?
OTHERS,what are the names of the different toes ?
4,how many gallons of water go over niagra falls every second ?
OTHERS,how come light bulbs go out ?
4,how many dots make up the symbol for `` because '' ?
3,who commanded the french forces at the battle of orleans ?
OTHERS,what kind of tree graces lebanon 's flag ?
OTHERS,what effect does friction have on perpetual motion ?
OTHERS,what is the feudal system ?
3,who was made the first honorary citizen of the u.s. ?
5,what is the oldest building in the united states ?
OTHERS,what is e-commerce ?
OTHERS,what was the eighth day following the nones in each month of the roman calendar called ?
OTHERS,what is widely used to detect birth defects ?
OTHERS,what is a fear of color ?
OTHERS,what are amaretto biscuits ?
3,who made stonehenge ?
2,what is the abbreviation of the company name ` general motors ' ?
OTHERS,how do you throw a housewarming party ?
OTHERS,why can 't women serve in the navy on board submarines ?
5,what country did the ancient romans refer to as hibernia ?
OTHERS,what does a farrier put shoes on ?
3,who is the head of the world bank ?
OTHERS,what is a fear of cholera ?
OTHERS,what does the name jenna mean ?
OTHERS,what is a fear of cold ?
3,who was charles lindbergh 's wife ?
OTHERS,how do you say `` fresh '' in spanish ?
4,how many lawyers are there in the state of new jersey ?
OTHERS,which drug is commonly used to treat aids ?
OTHERS,what is grenada 's main commodity export ?
4,how many times has harold stassen announced a drive for the white house ?
OTHERS,what is a fear of sleep ?
4,what is the gestation period for human pregnancies ?
5,what is the largest u.s. state east of the mississippi ?
OTHERS,why did europeans first come to australia and oceania ?
OTHERS,what beer advertised that it had `` three rings '' ?
3,"who stopped making diary entries on may 31 , 1669 , because he thought he was going blind ?"
4,how long does it take the typical american to eat 23 quarts of ice cream ?
OTHERS,why do the chickenpoxs last so long ?
OTHERS,what 's a craps player called ?
OTHERS,how do you find oxidation numbers ?
5,what was the former residence of scottish kings in edinburgh ?
4,what are the numbers that fit into fermont 's last theorem ?
4,how many cullions does a male have ?
OTHERS,how do you write mla style bibliographies for an internet source ?
OTHERS,what is cosmology ?
OTHERS,what 's the traditional drink at the kentucky derby ?
3,the name of the actor who played the detective in the film kindergarden cop is what ?
3,who wrote ` hamlet ' ?
4,what is the telephone number for the university of kentucky ?
3,who invented the fountain ?
OTHERS,why did the world enter a global depression in 1929 ?
3,who loved flash gordon besides dale ?
OTHERS,what is the origin of the word marijuana ?
3,"when called upon to surrender , what american general replied , `` sir , i have not yet begun to fight . '' ?"
4,how much did manchester united spend on players in 1993 ?
4,when do mormons believe christ was born ?
3,who created dennis the menace ?
OTHERS,what is witch hazel ?
OTHERS,why does cotton get caught in belly buttons ?
OTHERS,what predators exist on antarctica ?
OTHERS,how does a hydroelectric dam work ?
3,what was the name of the lawyer who represented randy steven craft ?
2,what does ekg stand for ?
4,"how many people on the ground were killed from the bombing of pan am flight 103 over lockerbie , scotland , december 21 , cd ."
4,how many member states are in the un ?
3,what was mao 's second name ?
3,what was the occupation of mandy rice-davies ?
5,what country 's national passenger rail system is called via ?
5,what city did the flintstones live in ?
4,when was dick clark born ?
3,what cable network bills itself as `` the family entertainer '' ?
4,what year were the olympic games played in where nadia comaneci became popular ?
5,what country will hit the year 2 first ?
OTHERS,what did brontosauruses eat ?
OTHERS,what is a fear of food ?
3,what actress has received the most oscar nominations ?
OTHERS,what are the historical trials following world war ii called ?
OTHERS,what james michener book is subtitled spanish travels and reflections ?
3,what mexican leader was shot dead in 1923 ?
3,what louisiana senator won a seat that had been held by his father and mother ?
OTHERS,what did the yalta conference lead to ?
3,who is the fastest guitarist ?
3,who is the president of the spanish government ?
OTHERS,what does knight ridder publish ?
OTHERS,what first-aid product `` helps the hurt stop hurting '' ?
OTHERS,what is he doing now ?
OTHERS,what do bee hives do in cranberry bogs ?
OTHERS,"what do you call a date that contains sequencing numbers , like 9-8-98 ?"
OTHERS,what was the claim to fame of king camp gillette ?
OTHERS,what is the medical condition of hypertension ?
OTHERS,what is an example of a natural acid-base indicator ?
4,how long has l.l. cool j. been married ?
5,where is logan airport ?
5,what mountain range extends from the gulf of st. lawrence to alabama ?
4,how big is the electoral college ?
4,what is the student population at the university of massachusetts in amherst ?
4,how many milligrams are in a gram ?
OTHERS,what irwin allen bomb has richard widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?
3,what robust u.s. president imported his own instructor after seeing a judo match ?
4,how many trees go into paper making in a year ?
OTHERS,how do you find the area of a circle ?
4,what does each of the utilities cost in monopoly ?
3,who wrote the godfather ?
OTHERS,how can i get rich quick ?
3,what diamond producer controls about 80% of the world 's diamonds ?
3,who is behind the name of the harvey wallbanger drink ?
3,what golfer has been called ohio fats and blobbo ?
OTHERS,what is the name of a salt lake city newspaper ?
5,"what is the best place to live in the world , considering climate , civilization ?"
5,what volcano showers ash on sicily ?
OTHERS,what weapon is the mythological character apollo most proficient with ?
OTHERS,what was the name of betty boop 's dog ?
4,how many calories are there in soy sauce ?
OTHERS,"what was the claim to fame of explorer i , launched february 1 , 1958 ?"
OTHERS,what is the definition of cecum ?
5,what are the top five oil-producing countries in the world ?
OTHERS,what 's the largest u.s. agricultural crop by weight ?
OTHERS,how is abigail arcane related to the villainous opponent of the swamp thing ?
3,who was quetzalcoatl ?
3,which classical spanish writer said `` all that glitters is not gold '' ?
3,what is a person called that likes fire ?
3,what singer sings `` oh boy '' ?
3,what attorneys work for the center for the defense of free enterprise ?
5,what was einstein 's birthplace ?
4,how many grammys did michael jackson win in 1983 ?
